REC_BH	STATNUM	ORI	BINCIDNO	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	HC_FLAG
BH	12	IL0440100	 	19910430	19930201	VIENNA	IL	7	3	2	1	N	 	3860	130S	A	 	1252	44	 	1240	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	VIENNA	087	 	 	 	 	0
BH	12	IL0450000	 	19910430	19930101	GENEVA	IL	9B	3	2	2	N	 	3150	125N	A	 	67319	45	161	66688	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KANE	089	 	 	 	 	0
BH	12	IL0450100	 	19910430	 	AURORA	IL	2	3	2	1	Y	 	3150	125N	 	 	102607	45	161	101643	39473	22	161	39102	2998	99	161	2970	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	AURORA	089	043	197	 	 	0
BH	12	IL0450200	 	19910430	19930101	BATAVIA	IL	5	3	2	1	N	 	3150	125N	A	 	24214	45	161	23987	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BATAVIA	089	 	 	 	 	0
BH	12	IL0450300	 	19910430	19930101	CARPENTERSVILLE	IL	4	3	2	1	N	 	3150	125N	A	 	31033	45	161	30741	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	CARPENTERSVILLE	089	 	 	 	 	0
BH	12	IL0450400	 	19910430	19930101	EAST DUNDEE	IL	6	3	2	1	N	 	3150	125N	A	 	2991	45	161	2963	7	16	161	7	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	EAST DUNDEE	089	031	 	 	 	0
BH	12	IL0450500	 	19910430	19931001	ELBURN	IL	6	3	2	1	N	 	3150	125N	A	 	2796	45	161	2770	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ELBURN	089	 	 	 	 	0
BH	12	IL0450600	 	19910430	 	ELGIN	IL	3	3	2	1	Y	 	3150	125N	 	 	75094	45	161	74388	20773	16	161	20578	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ELGIN	089	031	 	 	 	0
BH	12	IL0450700	 	19910430	19930101	GENEVA	IL	5	3	2	1	N	 	3150	125N	A	 	19800	45	161	19614	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GENEVA	089	 	 	 	 	0
BH	12	IL0450800	 	19910430	19931001	HAMPSHIRE	IL	6	3	2	1	N	 	3150	125N	A	 	2943	45	161	2915	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HAMPSHIRE	089	 	 	 	 	0
BH	12	IL0450900	 	19910430	19930101	MONTGOMERY	IL	6	3	2	1	N	 	3150	125N	A	 	3911	45	161	3875	1639	47	161	1624	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MONTGOMERY	089	093	 	 	 	0
BH	12	IL0451000	 	19910430	19930101	NORTH AURORA	IL	5	3	2	1	N	 	3150	125N	A	 	10740	45	161	10639	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NORTH AURORA	089	 	 	 	 	0
BH	12	IL0451200	 	19910430	19930101	SLEEPY HOLLOW	IL	6	3	2	1	N	 	3150	125N	A	 	3605	45	161	3571	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SLEEPY HOLLOW	089	 	 	 	 	0
BH	12	IL0451300	 	19910430	19930101	SOUTH ELGIN	IL	5	3	2	1	N	 	3150	125N	A	 	16335	45	161	16182	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SOUTH ELGIN	089	 	 	 	 	0
BH	12	IL0451400	 	19910430	 	ST CHARLES	IL	4	3	2	1	N	 	3150	125N	 	 	28133	45	161	27868	171	22	161	170	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ST. CHARLES	089	043	 	 	 	0
BH	12	IL0451500	 	19910430	19930101	SUGAR GROVE	IL	6	3	2	1	N	 	3150	125N	A	 	3966	45	161	3929	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SUGAR GROVE	089	 	 	 	 	0
BH	12	IL0451600	 	19910430	 	ELGIN	IL	7	3	2	0	N	IL0450000	3150	125N	 	19891101	0	45	161	2440	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	VALLEY VIEW	089	 	 	 	 	0
BH	12	IL0451700	 	19910430	19930101	WEST DUNDEE	IL	6	3	2	1	N	 	3150	125N	A	 	5507	45	161	5456	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WEST DUNDEE	089	 	 	 	 	0
BH	12	IL0451800	 	19910430	 	MAPLE PARK	IL	7	3	2	1	N	 	3150	125N	 	 	661	45	161	655	115	19	161	114	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MAPLE PARK	089	037	 	 	 	0
BH	12	IL0451900	 	19910430	19930401	SUGAR GROVE	IL	7	3	2	3	N	 	3150	125N	A	 	0	45	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WAUBONSEE COLLEGE	089	 	 	 	 	0
BH	12	IL0452000	 	19910430	 	BURLINGTON	IL	7	3	2	0	N	IL0450000	3150	125N	 	19891101	459	45	161	454	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BURLINGTON	089	 	 	 	 	0
BH	12	IL0452100	 	19910430	19940101	GILBERTS	IL	7	3	2	1	N	 	3150	125N	A	 	1297	45	161	1285	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GILBERTS	089	 	 	 	 	0
BH	12	IL0452300	 	19941122	19940101	ELGIN	IL	9D	3	2	4	N	 	3150	125N	A	 	0	45	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SP: INV DISTRICT 2	089	 	 	 	 	0
BH	12	IL0459900	 	19940330	19930201	ELGIN	IL	9D	3	2	4	N	 	3150	125N	A	 	0	45	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SP: DISTRICT 2	089	 	 	 	 	0
BH	12	IL0460000	 	19910430	19930101	KANKAKEE	IL	9B	3	2	2	N	 	3860	120C	A	 	33843	46	402	33528	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KANKAKEE	091	 	 	 	 	0
BH	12	IL0460100	 	19910430	19930101	BRADLEY	IL	5	3	2	1	N	 	3860	120C	A	 	12971	46	402	12849	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	I	 	 	 	 	 	BRADLEY	091	 	 	 	 	1
BH	12	IL0460200	 	19910430	19930101	KANKAKEE	IL	4	3	2	1	Y	 	3860	120C	A	 	27892	46	402	27630	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KANKAKEE	091	 	 	 	 	0
BH	12	IL0460300	 	19910430	19930101	BOURBONNAIS	IL	5	3	2	1	N	 	3860	120C	A	 	15479	46	402	15333	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BOURBONNAIS	091	 	 	 	 	0
BH	12	IL0460400	 	19910430	19930301	MOMENCE	IL	6	3	2	1	N	 	3860	120C	A	 	3218	46	402	3187	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MOMENCE	091	 	 	 	 	0
BH	12	IL0460500	 	19910430	19930101	MANTENO	IL	6	3	2	1	N	 	3860	120C	A	 	6508	46	402	6447	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MANTENO	091	 	 	 	 	0
BH	12	IL0460600	 	19920210	 	ST ANNE	IL	7	3	2	1	N	 	3860	120C	 	 	1230	46	402	1218	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ST. ANNE	091	 	 	 	 	0
BH	12	IL0460900	 	19940922	 	ESSEX	IL	7	3	2	1	N	 	3860	120C	 	 	563	46	402	557	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ESSEX	091	 	 	 	 	0
BH	12	IL0461000	 	19910430	19930101	HERSCHER	IL	7	3	2	1	N	 	3860	120C	A	 	1545	46	402	1531	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HERSCHER	091	 	 	 	 	0
BH	12	IL0461100	 	19931022	19930101	GRANT PARK	IL	7	3	2	1	N	 	3860	120C	A	 	1378	46	402	1365	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GRANT PARK	091	 	 	 	 	0
BH	12	IL0461500	 	19910430	 	HOPKINS PARK	IL	7	3	2	1	N	 	3860	120C	 	 	722	46	402	715	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HOPKINS PARK	091	 	 	 	 	0
BH	12	IL0461700	 	19940330	19930201	BOURBONNAIS	IL	9D	3	2	5	N	 	3860	120C	A	 	0	46	402	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KANKAKEE AREA MEG	091	 	 	 	 	0
BH	12	IL0470000	 	19910430	19940101	YORKVILLE	IL	9B	3	2	2	N	 	3150	125N	A	 	27550	47	161	27290	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KENDALL	093	 	 	 	 	0
BH	12	IL0470100	 	19910430	19930101	PLANO	IL	6	3	2	1	N	 	3150	125N	A	 	5715	47	161	5662	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	PLANO	093	 	 	 	 	0
BH	12	IL0470200	 	19910430	19930101	YORKVILLE	IL	6	3	2	1	N	 	3150	125N	A	 	6279	47	161	6220	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	 	 	 	 	 	 	 	YORKVILLE	093	 	 	 	 	1
BH	12	IL0470300	 	19910430	19930101	OSWEGO	IL	5	3	2	1	N	 	3150	125N	A	 	13520	47	161	13394	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	OSWEGO	093	 	 	 	 	0
BH	12	IL0480000	 	19910430	 	GALESBURG	IL	8C	3	2	2	N	 	3860	120C	 	 	13338	48	 	13213	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KNOX	095	 	 	 	 	0
BH	12	IL0480100	 	19910430	19930101	ABINGDON	IL	6	3	2	1	N	 	3860	120C	A	 	3664	48	 	3630	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ABINGDON	095	 	 	 	 	0
BH	12	IL0480300	 	19931022	19930101	EAST GALESBURG	IL	7	3	2	1	N	 	3860	120C	A	 	851	48	 	843	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	EAST GALESBURG	095	 	 	 	 	0
BH	12	IL0480400	 	19910430	 	GALESBURG	IL	4	3	2	1	N	 	3860	120C	 	 	34198	48	 	33877	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GALESBURG	095	 	 	 	 	0
BH	12	IL0480500	 	19910430	19930201	KNOXVILLE	IL	6	3	2	1	N	 	3860	120C	A	 	3230	48	 	3199	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KNOXVILLE	095	 	 	 	 	0
BH	12	IL0480700	 	19910430	19930701	YATES CITY	IL	7	3	2	1	N	 	3860	120C	A	 	736	48	 	729	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	YATES CITY	095	 	 	 	 	0
BH	12	IL0480800	 	19910430	19940201	WILLIAMSFIELD	IL	7	3	2	1	N	 	3860	120C	A	 	629	48	 	623	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WILLIAMSFIELD	095	 	 	 	 	0
BH	12	IL0480900	 	20000627	 	KNOXVILLE	IL	7	3	2	0	N	IL0291500	3860	120C	 	20010101	0	48	 	18	0	29	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LONDON MILLS	095	057	 	 	 	0
BH	12	IL0490000	 	19910430	 	WAUKEGAN	IL	9A	3	2	2	N	 	3150	125N	 	 	126155	50	161	124964	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	I	I	 	 	 	 	LAKE	097	 	 	 	 	1
BH	12	IL0490100	 	19910430	19930101	ANTIOCH	IL	6	3	2	1	N	 	3150	125N	A	 	8916	50	161	8833	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ANTIOCH	097	 	 	 	 	0
BH	12	IL0490300	 	19910430	19930101	DEERFIELD	IL	5	3	2	1	N	 	3150	125N	A	 	18373	50	161	18200	316	16	161	313	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	DEERFIELD	097	031	 	 	 	0
BH	12	IL0490400	 	19910430	19930101	FOX LAKE	IL	6	3	2	1	N	 	3150	125N	A	 	9100	50	161	9015	212	56	161	210	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	FOX LAKE	097	111	 	 	 	0
BH	12	IL0490500	 	19910430	19930101	GRAYSLAKE	IL	5	3	2	1	N	 	3150	125N	A	 	18776	50	161	18600	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GRAYSLAKE	097	 	 	 	 	0
BH	12	IL0490600	 	19910430	19930101	GURNEE	IL	4	3	2	1	N	 	3150	125N	A	 	29255	50	161	28980	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GURNEE	097	 	 	 	 	0
BH	12	IL0490700	 	19910430	 	HIGHLAND PARK	IL	4	3	2	1	N	 	3150	125N	 	 	31823	50	161	31524	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	I	 	 	 	 	 	 	HIGHLAND PARK	097	 	 	 	 	1
BH	12	IL0490800	 	19910430	19930101	HIGHWOOD	IL	6	3	2	1	N	 	3150	125N	A	 	4204	50	161	4164	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HIGHWOOD	097	 	 	 	 	0
BH	12	IL0490900	 	19910430	19930101	LAKE BLUFF	IL	6	3	2	1	N	 	3150	125N	A	 	6144	50	161	6087	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LAKE BLUFF	097	 	 	 	 	0
BH	12	IL0491000	 	19910430	19930101	LAKE FOREST	IL	5	3	2	1	N	 	3150	125N	A	 	20352	50	161	20161	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LAKE FOREST	097	 	 	 	 	0
BH	12	IL0491100	 	19910430	19931001	LAKE VILLA	IL	6	3	2	1	N	 	3150	125N	A	 	5950	50	161	5894	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LAKE VILLA	097	 	 	 	 	0
BH	12	IL0491200	 	19910430	19930101	LAKE ZURICH	IL	5	3	2	1	N	 	3150	125N	A	 	18368	50	161	18196	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LAKE ZURICH	097	 	 	 	 	0
BH	12	IL0491300	 	19910430	19930201	LIBERTYVILLE	IL	5	3	2	1	N	 	3150	125N	A	 	21045	50	161	20847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LIBERTYVILLE	097	 	 	 	 	0
BH	12	IL0491400	 	19910430	19930101	MUNDELEIN	IL	4	3	2	1	N	 	3150	125N	A	 	31386	50	161	31092	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	I	 	 	 	 	 	MUNDELEIN	097	 	 	 	 	1
BH	12	IL0491500	 	19910430	19930101	NORTH CHICAGO	IL	4	3	2	1	Y	 	3150	125N	A	 	36443	50	161	36100	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NORTH CHICAGO	097	 	 	 	 	0
BH	12	IL0491600	 	19910430	19930401	ROUND LAKE	IL	6	3	2	1	N	 	3150	125N	A	 	5927	50	161	5872	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ROUND LAKE	097	 	 	 	 	0
BH	12	IL0491700	 	19910430	19931201	ROUND LAKE BEACH	IL	4	3	2	1	N	 	3150	125N	A	 	26236	50	161	25990	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ROUND LAKE BEACH	097	 	 	 	 	0
BH	12	IL0491800	 	19910430	19930101	ROUND LAKE HEIGHTS	IL	7	3	2	1	N	 	3150	125N	A	 	1367	50	161	1354	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ROUND LAKE HEIGHTS	097	 	 	 	 	0
BH	12	IL0491900	 	19910430	19930101	ROUND LAKE PARK	IL	6	3	2	1	N	 	3150	125N	A	 	6126	50	161	6069	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ROUND LAKE PARK	097	 	 	 	 	0
BH	12	IL0492000	 	19910430	19930101	WAUCONDA	IL	6	3	2	1	N	 	3150	125N	A	 	9586	50	161	9496	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WAUCONDA	097	 	 	 	 	0
BH	12	IL0492100	 	19910430	19930101	WAUKEGAN	IL	3	3	2	1	N	 	3150	125N	A	 	89184	50	161	88347	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WAUKEGAN	097	 	 	 	 	0
BH	12	IL0492200	 	19910430	19930101	WINTHROP HARBOR	IL	6	3	2	1	N	 	3150	125N	A	 	6767	50	161	6704	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	WINTHROP HARBOR	097	 	 	 	 	0
BH	12	IL0492300	 	19910430	 	ZION	IL	5	3	2	1	N	 	3150	125N	 	 	23200	50	161	22982	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ZION	097	 	 	 	 	0
BH	12	IL0492400	 	19910430	19930101	ISLAND LAKE	IL	6	3	2	1	N	 	3150	125N	A	 	3176	50	161	3147	5096	56	161	5047	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	ISLAND LAKE	097	111	 	 	 	0
BH	12	IL0492500	 	19910430	 	PARK CITY	IL	6	3	2	1	N	 	3150	125N	 	 	6734	50	161	6671	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	PARK CITY	097	 	 	 	 	0
BH	12	IL0492600	 	19910430	19930101	VERNON HILLS	IL	5	3	2	1	N	 	3150	125N	A	 	20414	50	161	20222	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	VERNON HILLS	097	 	 	 	 	0
BH	12	IL0492700	 	19910430	19930301	BANNOCKBURN	IL	7	3	2	1	N	 	3150	125N	A	 	1450	50	161	1436	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	BANNOCKBURN	097	 	 	 	 	0
BH	12	IL0492800	 	19910430	 	HAINESVILLE	IL	7	3	2	1	N	 	3150	125N	 	 	2160	50	161	2140	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HAINESVILLE	097	 	 	 	 	0
BH	12	IL0492900	 	19910430	19930101	LINCOLNSHIRE	IL	6	3	2	1	N	 	3150	125N	A	 	6198	50	161	6139	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LINCOLNSHIRE	097	 	 	 	 	0
BH	12	IL0493000	 	19910430	 	LINDENHURST	IL	5	3	2	1	N	 	3150	125N	 	 	12722	50	161	12603	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LINDENHURST	097	 	 	 	 	0
BH	12	IL0493100	 	19910430	 	BARRINGTON	IL	6	3	2	0	N	IL0490000	3150	125N	 	19891101	2961	50	161	2933	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	NORTH BARRINGTON	097	 	 	 	 	0
BH	12	IL0493200	 	19910430	19930101	GRAYSLAKE	IL	7	3	2	3	N	 	3150	125N	A	 	0	50	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	COLLEGE OF LAKE COUNTY	097	 	 	 	 	0
BH	12	IL0493300	 	19910430	19930401	BARRINGTON	IL	7	3	2	1	N	 	3150	125N	A	 	1329	50	161	1317	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	TOWER LAKES	097	 	 	 	 	0
BH	12	IL0493600	 	19910430	19930101	KILDEER	IL	6	3	2	1	N	 	3150	125N	A	 	3510	50	161	3478	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	KILDEER	097	 	 	 	 	0
BH	12	IL0493700	 	19940913	 	MUNDELEIN	IL	7	3	2	5	N	 	3150	125N	 	 	0	50	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MUNDELEIN PARK DISTRICT	097	 	 	 	 	0
BH	12	IL0493800	 	19910430	19930101	HAWTHORN WOODS	IL	6	3	2	1	N	 	3150	125N	A	 	6090	50	161	6032	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	HAWTHORN WOODS	097	 	 	 	 	0
BH	12	IL0493900	 	19910430	 	LINCOLNSHIRE	IL	6	3	2	0	N	IL0490000	3150	125N	 	19891101	3899	50	161	3862	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	RIVERWOODS	097	 	 	 	 	0
BH	12	IL0494000	 	19931022	19930101	LIBERTYVILLE	IL	9D	3	2	5	N	 	3150	125N	A	 	0	50	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MEG OF LAKE COUNTY	097	 	 	 	 	0
BH	12	IL0494100	 	19940330	19930101	WAUCONDA	IL	9D	3	2	5	N	 	3150	125N	A	 	0	50	161	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LAKE CO FOREST PRESERVE	097	 	 	 	 	0
BH	12	IL0500000	 	19910430	19930101	OTTAWA	IL	8B	3	2	2	N	 	3150	125N	A	 	36017	49	 	35680	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LA SALLE	099	 	 	 	 	0
BH	12	IL0500100	 	19910430	19930101	LA SALLE	IL	6	3	2	1	N	 	3150	125N	A	 	9939	49	 	9846	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LA SALLE	099	 	 	 	 	0
BH	12	IL0500200	 	19910430	 	LELAND	IL	7	3	2	1	N	 	3150	125N	 	 	984	49	 	975	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	LELAND	099	 	 	 	 	0
BH	12	IL0500300	 	19910430	19930103	MARSEILLES	IL	6	3	2	1	N	 	3150	125N	A	 	4723	49	 	4679	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MARSEILLES	099	 	 	 	 	0
BH	12	IL0500400	 	19910430	19930101	MENDOTA	IL	6	3	2	1	N	 	3150	125N	A	 	7378	49	 	7309	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	MENDOTA	099	 	 	 	 	0
BH	12	IL0500600	 	19910430	19930801	OGLESBY	IL	6	3	2	1	N	 	3150	125N	A	 	3701	49	 	3666	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	OGLESBY	099	 	 	 	 	0
BH	12	IL0500700	 	19910430	19930101	OTTAWA	IL	5	3	2	1	N	 	3150	125N	A	 	18575	49	 	18400	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	OTTAWA	099	 	 	 	 	0
BH	12	IL0500800	 	19910430	19930101	PERU	IL	6	3	2	1	N	 	3150	125N	A	 	9979	49	 	9885	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	PERU	099	 	 	 	 	0
BH	12	IL0500900	 	19910430	19930101	SENECA	IL	7	3	2	1	N	 	3150	125N	A	 	2083	49	 	2063	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SENECA	099	 	 	 	 	0
BH	12	IL0501000	 	19910430	19930101	STREATOR	IL	5	3	2	1	N	 	3150	125N	A	 	14151	49	 	14019	246	53	 	243	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	STREATOR	099	105	 	 	 	0
BH	12	IL0501100	 	19910430	19930201	EARLVILLE	IL	7	3	2	1	N	 	3150	125N	A	 	1804	49	 	1787	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	EARLVILLE	099	 	 	 	 	0
BH	12	IL0501300	 	19940330	19930401	GRAND RIDGE	IL	7	3	2	1	N	 	3150	125N	A	 	554	49	 	549	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	GRAND RIDGE	099	 	 	 	 	0
BH	12	IL0501500	 	19910430	 	SHERIDAN	IL	7	3	2	1	N	 	3150	125N	 	 	2447	49	 	2423	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	 	 	 	 	 	 	 	 	SHERIDAN	099	 	 	 	 	0
